,abv,ibu,name,style,brewery_id,ounces
2388,0.058,72.0,Train Hopper,American IPA,14,12.0
2390,0.059,135.0,Troopers Alley IPA,American IPA,344,12.0
2391,0.047,15.0,Wolverine Premium Lager,American Pale Lager,402,12.0
2393,0.065,82.0,4000 Footer IPA,American IPA,109,12.0
2394,0.028,15.0,Summer Brew,American Pilsner,109,12.0
2395,0.065,69.0,Be Hoppy IPA,American IPA,339,16.0
2396,0.069,69.0,Worthy IPA,American IPA,199,12.0
2397,0.045,25.0,Easy Day Kolsch,Kölsch,199,12.0
2398,0.077,30.0,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199,12.0
2399,0.069,69.0,Worthy IPA (2013),American IPA,199,12.0
2400,0.06,50.0,Worthy Pale,American Pale Ale (APA),199,12.0
2405,0.067,45.0,Belgorado,Belgian IPA,424,12.0
2408,0.055,40.0,Silverback Pale Ale,American Pale Ale (APA),424,12.0
