,abv,ibu,name,style,brewery_id,ounces
1495,0.048,19,Wall's End,English Brown Ale,0,16
1496,0.06,38,Pumpion,Pumpkin Ale,0,16
1497,0.06,25,Stronghold,American Porter,0,16
1498,0.056,47,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16
1501,0.063,42,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16
1507,0.061,66,5 Day IPA,American IPA,442,12
1508,0.051,7,O'Fallon Wheach,Fruit / Vegetable Beer,442,12
1509,0.067,70,Watershed IPA,American IPA,150,12
1510,0.054,24,Oakshire Amber Ale,American Amber / Red Ale,150,12
1511,0.058,27,Overcast Espresso Stout,American Stout,150,12
1512,0.067,70,Watershed IPA (2013),American IPA,150,12
1513,0.082,25,Lake Monster,Baltic Porter,184,16
1514,0.049,27,London Homesick Ale,English Bitter,184,12
1515,0.048,35,Luchesa Lager,Keller Bier / Zwickel Bier,184,12
1516,0.048,35,Slow Ride,American Pale Ale (APA),184,12
1521,0.092,72,Perpetual Darkness,Belgian Strong Dark Ale,148,12
1522,0.087,29,Clan Warrior,Scotch Ale / Wee Heavy,148,12
1523,0.054,36,Psycho Penguin Vanilla Porter,American Porter,148,12
1528,0.095,19,The Hole in Hadrian's Wall,Scottish Ale,471,16
1529,0.065,26,33 Select Brown Ale,American Brown Ale,471,16
1530,0.06,29,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16
1531,0.05,45,Boji Blue Pale Ale,American Pale Ale (APA),471,16
1532,0.057,26,Winter Games Select #32 Stout,American Stout,471,16
1533,0.05,23,Boji Beach Golden Rye Ale,Rye Beer,471,16
1535,0.065,65,Falling Down Brown Ale,American Brown Ale,301,16
1538,0.046,20,Old Forge Pumpkin Ale,Pumpkin Ale,301,16
1551,0.049,35,Pinner Throwback IPA,American IPA,166,12
1559,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
1560,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
1561,0.053,35,Mama's Little Yella Pils,Czech Pilsener,166,19.2
1564,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,19.2
1566,0.065,65,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12
1567,0.065,65,Dale's Pale Ale (2012),American Pale Ale (APA),166,12
1568,0.087,85,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12
1569,0.065,65,Dale's Pale Ale (2011),American Pale Ale (APA),166,12
1570,0.065,65,Dale's Pale Ale (2010),American Pale Ale (APA),166,12
1571,0.087,85,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16
1574,0.08,70,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12
1576,0.09,60,One Hit Wonder,American Double / Imperial IPA,166,12
1577,0.087,85,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12
1578,0.099,98,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12
1579,0.053,35,Mama's Little Yella Pils,Czech Pilsener,166,12
1580,0.099,100,GUBNA Imperial IPA,American Double / Imperial IPA,166,12
1581,0.08,35,Old Chub,Scottish Ale,166,12
1582,0.087,85,Gordon Ale (2009),American Double / Imperial IPA,166,12
1583,0.065,65,Dale's Pale Ale,American Pale Ale (APA),166,12
1584,0.092,85,Gordon (2005),American Double / Imperial IPA,503,12
1585,0.095,98,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12
1586,0.099,98,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12
1587,0.08,35,Old Chub (2008),Scottish Ale,503,12
1588,0.08,35,Old Chub (2004),Scottish Ale,503,12
1589,0.08,35,Old Chub (2003),Scottish Ale,503,12
1590,0.065,65,Dale's Pale Ale (2008),American Pale Ale (APA),503,12
1591,0.065,65,Dale's Pale Ale (2006),American Pale Ale (APA),503,12
1592,0.065,65,Dale's Pale Ale (2004),American Pale Ale (APA),503,12
1593,0.065,65,Dale's Pale Ale (2003),American Pale Ale (APA),503,12
1594,0.065,65,Dale's Pale Ale (2002),American Pale Ale (APA),503,12
1596,0.087,60,Gordon Beer (2006),American Double / Imperial IPA,503,12
1597,0.087,85,G'KNIGHT,American Double / Imperial IPA,389,12
1598,0.099,98,Ten Fidy,Russian Imperial Stout,389,12
1599,0.08,85,Deviant Dale's IPA,American Double / Imperial IPA,389,16
1600,0.08,35,Old Chub,Scottish Ale,389,12
1601,0.065,65,Dale's Pale Ale,American Pale Ale (APA),389,19.2
1602,0.065,65,Dale's Pale Ale,American Pale Ale (APA),389,12
1603,0.055,45,Fresh Slice White IPA,American White IPA,275,12
1604,0.055,55,Overgrown American Pale Ale,American Pale Ale (APA),261,12
1605,0.04,39,Ozark American Pale Ale,American Pale Ale (APA),259,12
1608,0.052,23,Rustic Red,Irish Red Ale,441,16
1609,0.053,48,Stimulator Pale Ale,American Pale Ale (APA),441,16
1610,0.045,22,Old Town Ale,Kolsch,441,16
1611,0.044,28,Car 21,English Bitter,441,16
1612,0.05,24,Cache La Porter,American Porter,441,16
1613,0.042,35,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12
1614,0.062,65,Outlaw IPA,American IPA,307,12
1616,0.048,35,Payette Pale Ale,American Pale Ale (APA),307,12
1617,0.055,25,Mutton Buster,American Brown Ale,307,12
1620,0.05,61,Summer Session Ale,American Pale Wheat Ale,266,12
1621,0.04,12,Lobo Lito,Light Lager,187,12
1622,0.05,17,Robert Earl Keen Honey Pils,American Pilsner,187,12
1623,0.065,77,Mound Builder IPA,American IPA,205,12
1624,0.062,62,Amazon Princess IPA,American IPA,205,12
1627,0.055,10,Hotbox Brown,American Brown Ale,13,12
1628,0.048,15,Gold,American Blonde Ale,13,12
1630,0.065,65,98 Problems (Cuz A Hop Ain't One),American IPA,13,12
1631,0.05,40,Veteran's Pale Ale (VPA),American Pale Ale (APA),13,12
1632,0.05,35,Grapefruit IPA,American IPA,13,12
1640,0.041,12,Sparkle,American Pale Lager,11,16
1641,0.059,25,North 45 Amber Ale,American Amber / Red Ale,11,16
1642,0.069,20,Horny Monk,Dubbel,11,16
1643,0.067,74,Mind's Eye PA,American IPA,11,16
1644,0.061,60,Camelback,American IPA,157,12
1647,0.07,75,Elephant Rock IPA,American IPA,355,12
1650,0.06,20,Hot Date Ale,Chile Beer,314,16
1652,0.06,24,Sweet Potato Ale,Fruit / Vegetable Beer,314,16
1653,0.045,18,Float Trip Ale,American Blonde Ale,314,16
1654,0.055,25,Old Tom Porter,American Porter,314,16
1655,0.045,18,Black Walnut Wheat,American Dark Wheat Ale,314,16
1656,0.055,20,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16
1657,0.07,70,Missouri Mule India Pale Ale,American IPA,314,16
1659,0.069,51,GreyBeard IPA,American IPA,324,12
1660,0.057,31,Pisgah Pale Ale,American Pale Ale (APA),324,12
1665,0.054,45,Mazzie,American Pale Ale (APA),55,12
1669,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
1670,0.069,17,Hideout Helles,Munich Helles Lager,135,12
1671,0.06,15,Dead Eye Dunkel,Munich Dunkel Lager,135,12
1672,0.058,21,Peacemaker Pilsner,Czech Pilsener,135,12
1673,0.057,68,Over the Rail Pale Ale,American Pale Ale (APA),135,12
1674,0.058,21,Pallavicini Pilsner (2009),Czech Pilsener,135,12
1675,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12
1676,0.052,18,Pyramid Hefeweizen (2011),Hefeweizen,544,12
1677,0.052,18,Haywire Hefeweizen (2010),Hefeweizen,544,16
1678,0.045,35,Golden Fleece,Belgian Pale Ale,246,12
1679,0.055,30,Smoking Mirror,American Porter,246,12
1681,0.058,60,Pride of Texas Pale Ale,American Pale Ale (APA),176,12
1682,0.044,5,18th Anniversary Gose,Gose,128,12
1683,0.046,25,White (2015),Witbier,128,12
1684,0.099,85,BLAKKR,American Black Ale,128,12
1685,0.051,21,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12
1687,0.053,52,Hans' Pils (2015),German Pilsener,128,12
1688,0.06,50,Four Squared (2015),American Blonde Ale,128,12
1689,0.051,21,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12
1690,0.072,55,Watership Brown Ale,American Brown Ale,475,12
1691,0.062,55,Gangway IPA,American IPA,475,12
1693,0.051,17,Farmer's Daughter Blonde,American Blonde Ale,68,16
1694,0.055,45,Pump House IPA,American IPA,68,16
1696,0.047,25,Vanilla Porter,American Porter,68,16
1697,0.058,18,Honey Rye,Rye Beer,68,16
1699,0.065,44,Long Hammer IPA,American IPA,487,16
1700,0.065,44,Long Hammer IPA,American IPA,487,12
1701,0.058,27,Copper Hook (2011),American Amber / Red Ale,487,12
1705,0.05,16,Blood Orange Wit,Witbier,225,16
1706,0.05,40,Consilium,American Pale Ale (APA),110,12
1707,0.09,60,Hammer & Sickle,Russian Imperial Stout,110,12
1708,0.07,100,Redacted Rye IPA,American IPA,110,16
1709,0.099,100,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12
1710,0.05,25,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16
1711,0.07,100,Ryeteous Rye IPA (2012),American IPA,110,16
1720,0.055,40,Fist City,American Pale Ale (APA),44,12
1722,0.058,15,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12
1723,0.061,31,Fistmas Ale,Herbed / Spiced Beer,44,12
1724,0.057,25,Oktoberfest Revolution,MArzen / Oktoberfest,44,12
1725,0.068,28,Eugene Porter,American Porter,44,12
1726,0.065,70,Anti-Hero IPA,American IPA,44,12
1727,0.05,14,Bottom Up Belgian Wit,Witbier,44,12
1728,0.057,42,Hustle,American Amber / Red Ale,93,12
1729,0.055,42,Pure Fury,American Pale Ale (APA),93,12
1730,0.06,60,Dad,American Amber / Red Ale,93,12
1731,0.058,35,Panther,American Porter,93,12
1732,0.052,21,Franz,MArzen / Oktoberfest,93,12
1733,0.043,45,Zen,American Pale Ale (APA),93,12
1734,0.072,75,Truth,American IPA,93,12
1735,0.048,25,Cougar,American Blonde Ale,93,12
1741,0.05,55,Lil SIPA,American IPA,321,16
1742,0.055,60,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16
1743,0.05,100,Jah Mon,American IPA,43,12
1767,0.076,78,12th Round,American Strong Ale,376,16
1768,0.07,80,RoughTail IPA,American IPA,376,16
1770,0.071,36,Sundown,Saison / Farmhouse Ale,164,12
1773,0.056,40,Original Slacker Ale,English Brown Ale,164,12
1776,0.045,28,Dog Days Summer Ale,Kolsch,164,12
1777,0.056,35,1881 California Red,American Amber / Red Ale,397,12
1778,0.073,55,CAPT Black IPA,American Black Ale,397,12
1779,0.048,42,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12
1780,0.073,55,CAPT Black IPA,American Black Ale,397,16
1781,0.056,35,1881 California Red Ale,American Amber / Red Ale,397,16
1782,0.05,15,Saint Archer White Ale,Witbier,288,12
1783,0.068,66,Saint Archer IPA,American IPA,288,12
1784,0.052,40,Saint Archer Pale Ale,American Pale Ale (APA),288,12
1785,0.048,22,Saint Archer Blonde,Kolsch,288,12
1786,0.069,20,Sex Panther,American Porter,30,12
1787,0.095,25,Winter Warmer (Vault Series),Winter Warmer,30,16
1788,0.091,99,Count Hopula (Vault Series),American Double / Imperial IPA,30,16
1790,0.05,15,SunSpot Golden Ale,American Blonde Ale,30,12
1793,0.055,20,Epicenter Amber Ale,American Amber / Red Ale,30,12
1794,0.05,15,SanTan HefeWeizen,Hefeweizen,30,12
1795,0.07,85,Hop Shock IPA,American IPA,30,12
1796,0.069,20,Sex Panther (2014),American Porter,30,12
1797,0.055,45,Devil's Ale,American Pale Ale (APA),30,12
1799,0.05,20,Mr. Pineapple,Fruit / Vegetable Beer,30,12
1800,0.055,45,American Idiot Ale (2012),American Pale Ale (APA),30,12
1801,0.07,85,Hop Shock IPA (2010),American IPA,30,12
1802,0.05,15,SanTan HefeWeizen (2010),Hefeweizen,30,12
1803,0.055,45,Devil's Ale (2010),American Pale Ale (APA),30,12
1804,0.055,20,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12
1805,0.058,20,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12
1806,0.068,65,Sanitas Black IPA,American Black Ale,419,12
1807,0.089,88,Giant DIPA,American Double / Imperial IPA,252,16
1810,0.055,30,Saison 88,Saison / Farmhouse Ale,392,12
1811,0.071,95,Black IPA,American Black Ale,392,12
1817,0.05,11,Oval Beach Blonde Ale,American Blonde Ale,398,16
1821,0.05,45,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12
1823,0.045,30,Schlafly IPA,American IPA,428,12
1824,0.05,30,Schlafly American Brown Ale,American Brown Ale,428,12
1825,0.041,16,Schlafly Hefeweizen,Hefeweizen,428,12
1826,0.045,17,Schlafly Summer Lager,Munich Helles Lager,428,12
1828,0.074,60,Blur India Pale Ale,American IPA,432,12
1831,0.07,105,Frankenlou's IPA,American IPA,494,16
1832,0.07,55,Becky's Black Cat Porter,American Porter,494,16
1833,0.077,40,Seventh Son of a Seventh Son,American Strong Ale,183,16
1834,0.053,20,Stone Fort Brown Ale,English Brown Ale,183,16
1835,0.077,40,Seventh Son Hopped Red Ale,American Amber / Red Ale,183,16
1836,0.06,53,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16
1837,0.07,68,Golden Ratio IPA,American IPA,183,16
1840,0.069,65,Monkey Fist IPA,American IPA,385,12
1845,0.072,65,Torpedo,American IPA,83,12
1848,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),83,16
1849,0.048,26,Old Chico Crystal Wheat,American Pale Wheat Ale,83,12
1850,0.05,28,Summerfest,Czech Pilsener,83,12
1851,0.072,65,Torpedo,American IPA,83,16
1852,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),83,12
1857,0.1,52,4Beans,Baltic Porter,46,12
1858,0.042,16,Jammer,Gose,46,12
1860,0.032,7,Rad,Fruit / Vegetable Beer,46,16
1861,0.065,62,Bengali,American IPA,46,24
1862,0.047,50,Sensi Harvest,American Pale Ale (APA),46,12
1863,0.099,111,Hi-Res,American Double / Imperial IPA,46,12
1864,0.07,70,Global Warmer,American Strong Ale,46,12
1865,0.067,74,Autumnation (2013),American IPA,46,16
1866,0.054,42,The Crisp,German Pilsener,46,16
1867,0.052,34,Sweet Action,Cream Ale,46,16
1868,0.063,57,Righteous Ale,Rye Beer,46,16
1869,0.064,62,Bengali Tiger,American IPA,46,16
1870,0.099,85,3Beans,Baltic Porter,46,12
1871,0.059,47,Brownstone,American Brown Ale,46,16
1872,0.052,11,Apollo,American Pale Wheat Ale,46,16
1873,0.049,35,Harbinger,Saison / Farmhouse Ale,46,16
1874,0.091,103,Resin,American Double / Imperial IPA,46,12
1875,0.063,69,Diesel,American Stout,46,16
1876,0.06,48,Autumnation (2011-12) (2011),Pumpkin Ale,46,16
1877,0.054,42,The Crisp (2011),German Pilsener,46,16
1878,0.052,34,Sweet Action (2011),Cream Ale,46,16
1879,0.063,57,Righteous Ale (2011),Rye Beer,46,16
1880,0.064,62,Bengali Tiger (2011),American IPA,46,16
1883,0.068,65,Modus Hoperandi,American IPA,264,12
1884,0.058,15,Estival Cream Stout,American Stout,264,12
1888,0.042,18,Mexican Logger,American Pale Lager,264,12
1891,0.057,58,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12
1892,0.068,65,Modus Hoperandi,American IPA,264,12
1893,0.058,39,Iron Butt Red Ale,American Amber / Red Ale,313,12
1894,0.071,92,Initial Point India Pale Ale,American IPA,313,12
1898,0.06,70,Homefront IPA,American IPA,163,12
1899,0.055,16,Sly Fox Christmas Ale 2013,Winter Warmer,371,12
1900,0.056,25,Grisette,Grisette,371,12
1902,0.049,18,Helles Golden Lager,Munich Helles Lager,371,12
1903,0.055,16,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,371,12
1904,0.084,90,Odyssey Imperial IPA,American Double / Imperial IPA,371,12
1905,0.058,25,Oktoberfest Lager,MArzen / Oktoberfest,371,12
1906,0.07,113,113 IPA,American IPA,371,12
1907,0.053,21,Dunkel Lager,Munich Dunkel Lager,371,12
1908,0.056,11,Royal Weisse Ale,Hefeweizen,371,12
1909,0.049,44,Pikeland Pils,German Pilsener,371,12
1910,0.051,40,Phoenix Pale Ale,American Pale Ale (APA),371,12
1911,0.07,88,Rule G IPA,American IPA,115,12
1912,0.058,35,Murphy's Law,American Amber / Red Ale,115,12
1913,0.062,33,Alter Ego ,Saison / Farmhouse Ale,115,12
1915,0.06,55,Snow King Pale Ale,American Pale Ale (APA),191,12
1916,0.054,36,Zonker Stout,Foreign / Export Stout,191,12
1917,0.05,22,OB-1 Organic Ale,English Brown Ale,191,12
1918,0.05,18,Snake River Lager,Vienna Lager,191,12
1919,0.052,32,Snake River Pale Ale,American Pale Ale (APA),191,12
1920,0.068,60,Pako's EyePA,American IPA,191,12
1923,0.063,100,Dagger Falls IPA,American IPA,309,12
1924,0.063,100,Dagger Falls IPA,American IPA,309,12
1931,0.099,100,Old Devil's Tooth,American Barleywine,309,12
1933,0.052,32,Hell-Diver Pale Ale,American Pale Ale (APA),309,12
1934,0.046,12,Woolybugger Wheat,American Pale Wheat Ale,309,12
1936,0.084,90,Winterfest,American Strong Ale,309,16
1937,0.063,100,Dagger Falls IPA,American IPA,309,12
1938,0.07,18,LuckenBock,Bock,257,16
1939,0.055,40,Texas Pale Ale (TPA),American IPA,257,16
1941,0.05,22,Kol' Beer,Kolsch,257,16
1944,0.055,65,Nice Rack IPA,American IPA,436,16
1945,0.075,72,2014 IPA Cicada Series,American IPA,133,16
1946,0.077,65,Sinister Minister Black IPA,American IPA,133,16
1947,0.053,45,Jack the Sipper,Extra Special / Strong Bitter (ESB),133,12
1948,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,12
1949,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,133,12
1950,0.08,80,Mississippi Fire Ant,American Amber / Red Ale,133,16
1951,0.058,40,Hipster Breakfast,Oatmeal Stout,133,16
1952,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,133,16
1953,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),133,16
1954,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),118,12
1956,0.069,23,Le Mort Vivant,BiA re de Garde,118,12
1957,0.085,110,Red Cockaded Ale,American Double / Imperial IPA,118,12
1958,0.092,100,Valkyrie Double IPA,American Double / Imperial IPA,118,12
1959,0.085,110,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12
1960,0.072,40,Old Potentate,Old Ale,118,12
1961,0.05,20,Bombshell Blonde,American Blonde Ale,118,16
1962,0.099,100,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12
1964,0.069,23,Le Mort Vivant (2011),BiA re de Garde,118,12
1965,0.083,50,Buried Hatchet Stout,Foreign / Export Stout,118,12
1966,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16
1967,0.05,20,Bombshell Blonde,American Blonde Ale,118,12
1968,0.047,35,Baby Daddy Session IPA,American IPA,78,12
1982,0.05,22,Special Amber,Vienna Lager,498,12
1983,0.05,22,Special Amber,Vienna Lager,498,12
1986,0.042,20,Starr Pils,German Pilsener,383,12
1987,0.065,52,Northern Lights India Pale Ale,American IPA,383,16
1988,0.048,12,Festie,MArzen / Oktoberfest,383,12
1989,0.065,52,Northern Lights India Pale Ale,American IPA,383,12
1990,0.065,65,Third Eye Enlightened Pale Ale,American Pale Ale (APA),119,12
1991,0.049,17,Colorado Kolsch,Kolsch,119,12
1992,0.057,25,Steam Engine Lager,American Amber / Red Lager,119,12
1993,0.065,65,Third Eye Pale Ale,American IPA,119,12
1994,0.047,9,Point Special (Current),American Adjunct Lager,131,12
1995,0.047,9,Point Special,American Adjunct Lager,131,12
1996,0.054,33,Point Cascade Pale Ale (2013),American Pale Ale (APA),131,12
1997,0.047,9,Point Special,American Adjunct Lager,131,12
1998,0.052,9,Onyx Black Ale,American Black Ale,131,12
1999,0.063,64,Beyond The Pale IPA,American IPA,131,12
2000,0.047,9,Point Special (2013),American Adjunct Lager,131,12
2001,0.047,9,Point Special (2012),American Adjunct Lager,131,12
2002,0.047,9,Point Special Lager,American Adjunct Lager,131,16
2004,0.057,15,Point Oktoberfest,MArzen / Oktoberfest,131,16
2005,0.052,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,16
2006,0.05,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,131,12
2007,0.05,7,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,131,12
2009,0.049,13,Three Kings Ale,Kolsch,131,12
2010,0.057,15,Point Oktoberfest,MArzen / Oktoberfest,131,12
2011,0.054,32,2012 Black Ale,American Brown Ale,131,12
2012,0.05,7,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,131,12
2013,0.054,33,Point Cascade Pale Ale,American Pale Ale (APA),131,12
2014,0.047,14,Point Amber Classic,American Amber / Red Lager,131,12
2015,0.047,9,Point Special Lager,American Adjunct Lager,131,12
2016,0.051,31,Wisco Disco,American Amber / Red Ale,486,16
2021,0.051,25,Sand Island Lighthouse,Kolsch,412,12
2022,0.05,30,Lily Flagg Milk Stout,Milk / Sweet Stout,412,12
2023,0.072,70,Monkeynaut IPA,American IPA,412,12
2025,0.041,8,American Lager,American Adjunct Lager,129,12
2026,0.041,8,American Amber,American Amber / Red Lager,129,12
2027,0.032,13,American Light,Light Lager,129,12
2028,0.053,49,Extra Pale Ale,American Pale Ale (APA),138,12
2029,0.053,40,Make It So,Extra Special / Strong Bitter (ESB),58,12
2030,0.047,55,Hopvale Organic Ale,American Pale Ale (APA),58,16
2031,0.083,100,Unchained #18 Hop Silo,American Double / Imperial IPA,58,16
2032,0.052,29,Tip Off,Altbier,25,16
2034,0.054,23,Cowbell,American Porter,25,16
2035,0.058,20,Hop Up Offa That Brett (2014),Belgian Pale Ale,25,16
2036,0.083,23,PV Muckle (2013),Scotch Ale / Wee Heavy,25,16
2037,0.099,36,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,25,16
2038,0.09,30,Whip Fight,Scotch Ale / Wee Heavy,25,16
2039,0.053,23,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,25,16
2040,0.064,75,Fistful Of Hops Red,American IPA,25,16
2041,0.063,75,Fistful of Hops Orange,American IPA,25,16
2042,0.064,75,Fistful Of Hops Blue,American IPA,25,16
2043,0.064,75,Fistful of Hops Green,American IPA,25,16
2045,0.09,30,Wee Muckle,Scotch Ale / Wee Heavy,25,16
2046,0.065,55,Royal Brat,Extra Special / Strong Bitter (ESB),25,16
2047,0.075,77,Grapefruit Jungle (GFJ),American IPA,25,16
2048,0.056,50,Osiris Pale Ale,American Pale Ale (APA),25,16
2049,0.099,75,Bourbon Barrel Aged Timmie,Russian Imperial Stout,25,16
2050,0.063,23,Stupid Sexy Flanders,Flanders Oud Bruin,25,16
2053,0.071,27,Ring of Dingle,Irish Dry Stout,25,16
2054,0.054,23,Bourbon Barrel Wee Mac,Scottish Ale,25,16
2055,0.099,60,Bourbon Barrel Johan,English Barleywine,25,16
2057,0.09,24,The Velvet Fog,Quadrupel (Quad),25,16
2058,0.055,23,Sun King Oktoberfest,MArzen / Oktoberfest,25,16
2059,0.052,24,Indianapolis Indians Lager,Dortmunder / Export Lager,25,16
2060,0.052,24,Indians Victory Lager (2012),Dortmunder / Export Lager,25,16
2062,0.091,91,Isis,American Double / Imperial IPA,25,16
2063,0.09,30,Wee Muckle (2011),Scotch Ale / Wee Heavy,25,16
2064,0.075,77,Grapefruit Jungle (GFJ) (2011),American IPA,25,16
2065,0.055,23,Sun King Oktoberfest (2011),MArzen / Oktoberfest,25,16
2066,0.099,60,Johan the Barleywine,English Barleywine,25,16
2067,0.054,23,Wee Mac Scottish-Style Ale,Scottish Ale,25,16
2068,0.053,20,Sunlight Cream Ale,Cream Ale,25,16
2069,0.056,50,Osiris Pale Ale (2010),American Pale Ale (APA),25,16
2074,0.099,85,BLAKKR,American Black Ale,61,16
2075,0.073,69,Overrated! West Coast Style IPA,American IPA,61,16
2076,0.075,90,WET,American IPA,61,16
2077,0.04,37,Bitter Brewer,English Bitter,61,16
2078,0.055,34,SurlyFest,Rye Beer,61,16
2079,0.051,45,Coffee Bender,American Brown Ale,61,16
2080,0.051,45,Bender,American Brown Ale,61,16
2081,0.097,120,Abrasive Ale,American Double / Imperial IPA,61,16
2082,0.051,20,Hell,Keller Bier / Zwickel Bier,61,16
2083,0.067,33,CynicAle,Saison / Farmhouse Ale,61,16
2084,0.062,99,Furious,American IPA,61,16
2085,0.073,50,Big Nose,American IPA,447,12
2086,0.05,10,Cotton Mouth,Witbier,447,12
2087,0.056,35,Stump Knocker Pale Ale,American Pale Ale (APA),447,12
2088,0.05,38,Midnight Oil,Oatmeal Stout,447,12
2089,0.059,18,Wild Night,Cream Ale,447,12
2091,0.055,35,Take Two Pils,German Pilsener,49,12
2095,0.08,95,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12
2097,0.05,44,TailGate IPA,American IPA,449,24
2098,0.05,44,TailGate IPA,American IPA,449,12
2099,0.049,28,TailGate Hefeweizen,Hefeweizen,449,24
2100,0.05,19,Blacktop Blonde,American Blonde Ale,449,24
2101,0.05,19,Blacktop Blonde,American Blonde Ale,449,12
2102,0.049,28,TailGate Hefeweizen,Hefeweizen,449,12
2103,0.085,34,Wooden Rooster,Tripel,45,16.9
2104,0.048,20,Ginger Peach Saison,Saison / Farmhouse Ale,45,16
2105,0.062,35,Zombie Monkie,American Porter,45,16
2106,0.056,20,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,45,16
2107,0.05,20,Vanilla Bean Buffalo Sweat,Oatmeal Stout,45,16
2108,0.068,110,Ethos IPA,American IPA,45,16
2109,0.044,12,Tallgrass Pub Ale,American Brown Ale,45,16
2110,0.072,93,Oasis,Extra Special / Strong Bitter (ESB),45,16
2111,0.05,20,Buffalo Sweat,Milk / Sweet Stout,45,16
2112,0.05,20,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,16
2115,0.05,20,Halcyon Unfiltered Wheat,American Pale Wheat Ale,45,12
2116,0.05,16,KAld Lager (2010),German Pilsener,45,16
2117,0.072,93,Oasis (2010),American Double / Imperial IPA,45,16
2118,0.044,22,Tallgrass Ale,American Brown Ale,45,16
2119,0.05,20,Buffalo Sweat (2010),Milk / Sweet Stout,45,16
2120,0.063,60,Tallgrass IPA,American IPA,45,16
2124,0.07,80,Old Elephant Foot IPA,American IPA,490,16
2125,0.065,35,Peck's Porter,American Porter,7,16
2128,0.08,22,Deduction,Dubbel,28,12
2135,0.047,42,RecreationAle,American Pale Ale (APA),469,12
2136,0.055,35,First Stand,Saison / Farmhouse Ale,215,12
2137,0.063,23,Battle LIne,American Brown Ale,215,12
2138,0.056,12,Broken Bridge,Dunkelweizen,215,12
2139,0.071,69,Brutus,English India Pale Ale (IPA),215,12
2144,0.08,120,Heady Topper,American Double / Imperial IPA,272,16
2145,0.08,120,Heady Topper,American Double / Imperial IPA,272,16
2146,0.046,20,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,457,12
2147,0.07,75,Indian Paintbrush IPA,American IPA,457,12
2148,0.048,16,Saddle Bronc Brown Ale (2013),English Brown Ale,457,12
2149,0.059,15,Wagon Box Wheat Beer,American Pale Wheat Ale,457,12
2153,0.052,16,Bronx Summer Pale Ale,American Pale Ale (APA),329,16
2154,0.057,46,Bronx Black Pale Ale,American Black Ale,329,16
2155,0.063,50,Bronx Pale Ale,American Pale Ale (APA),329,16
2156,0.052,35,Surfrider,American Pale Ale (APA),33,16
2159,0.069,34,Grandma's Pecan,English Brown Ale,33,16
2160,0.099,101,Double Trunk,American Double / Imperial IPA,33,16
